Summons Number,Violation Code
999074917033,-99
999074916363,-99
999074914342,-99
999074914020,-99
999074910830,-99
999074899390,-99
999074899134,-99
999074898877,-99
999074896285,-99
999074889086,-99
999074880642,-99
999074835545,-99
999074835466,-99
999074825588,-99
999074825199,-99
999074822733,-99
999074822587,-99
999074820530,-99
999074820426,-99
999074805218,-99
999074801687,-99
999074798901,-99
999074797453,-99
999074795031,-99
999074768842,-99
999074768416,-99
999074768260,-99
999074765580,-99
999074757807,-99
999074757790,-99
999074757765,-99
999074751842,-99
999074750473,-99
999074745659,-99
999074735411,-99
999074731820,-99
999074730504,-99
999074721023,-99
999074716921,-99
999074716659,-99
999074692618,-99
999074692485,-99
999074688986,-99
999074680823,-99
999074680367,-99
999074667314,-99
999074665676,-99
999074661439,-99
999074661210,-99
999074660356,-99
999074646621,-99
999074645630,-99
999074645239,-99
999074643449,-99
999074643000,-99
999074636020,-99
999074630601,-99
999074621508,-99
999074621363,-99
999074620632,-99
999074615107,-99
999074606167,-99
999074601777,-99
999074600025,-99
999074590743,-99
999074577052,-99
999074576734,-99
999074575961,-99
999074575778,-99
999074575717,-99
999074570215,-99
999074562085,-99
999074561779,-99
999074561380,-99
999074560489,-99
999074545555,-99
999074545051,-99
999074531301,-99
999074525076,-99
999074506525,-99
999074506045,-99
999074502337,-99
999074500043,-99
999074495989,-99
999074492990,-99
999074492186,-99
999074492149,-99
999074475656,-99
999074475590,-99
999074472692,-99
999074471419,-99
999074460100,-99
999074447521,-99
999074446851,-99
999074445226,-99
999074437138,-99
999074432657,-99
999074415271,-99
999074402719,-99
999074387809,-99
999074387214,-99
999074386787,-99
999074380797,-99
999074372326,-99
999074366727,-99
999074360701,-99
999074353216,-99
999074353034,-99
999074352546,-99
999074350720,-99
999074349845,-99
999074349006,-99
999074348373,-99
999074345797,-99
999074341196,-99
999074340775,-99
999074339487,-99
999074333278,-99
999074330319,-99
999074325324,-99
999074320119,-99
999074318502,-99
999074315902,-99
999074315501,-99
999074315320,-99
999074300522,-99
999074298199,-99
999074297134,-99
999074292847,-99
999074291880,-99
999074290980,-99
999074286604,-99
999074285673,-99
999074282271,-99
999074280900,-99
999074271455,-99
999074270530,-99
999074265753,-99
999074262521,-99
999074261164,-99
999074259923,-99
999074258979,-99
999074258633,-99
999074253337,-99
999074240150,-99
999074239626,-99
999074239249,-99
999074238415,-99
999074238180,-99
999074236777,-99
999074226334,-99
999074225809,-99
999074215853,-99
999074211574,-99
999074197395,-99
999074197097,-99
999074195726,-99
999074192208,-99
999074187717,-99
999074186944,-99
999074170602,-99
999074165564,-99
999074156848,-99
999074156400,-99
999074155510,-99
999074150214,-99
999074150147,-99
999074145887,-99
999074140490,-99
999074132704,-99
999074130010,-99
999074127460,-99
999074126522,-99
999074110605,-99
999074108854,-99
999074106997,-99
999074106961,-99
999074106560,-99
999074104277,-99
999074104230,-99
999074103832,-99
999074103443,-99
999074102300,-99
999074095653,-99
999074095513,-99
999074092240,-99
999074091350,-99
999074087140,-99
999074085702,-99
999074076490,-99
999074060377,-99
999074058190,-99
999074056910,-99
999074056880,-99
999074056544,-99
999074048006,-99
999074047350,-99
999074046873,-99
999074035577,-99
999074027647,-99
999074026990,-99
999074026679,-99
999074021773,-99
999074021281,-99
999074020963,-99
999074010362,-99
999074007909,-99
999074000198,-99
999073996223,-99
999073995437,-99
999073991717,-99
999073970131,-99
999073965421,-99
999073951574,-99
999073951240,-99
999073944764,-99
999073944193,-99
999073942548,-99
999073940369,-99
999073937954,-99
999073937322,-99
999073931174,-99
999073927821,-99
999073926695,-99
999073921820,-99
999073919459,-99
999073918522,-99
999073886156,-99
999073880129,-99
999073867368,-99
999073866182,-99
999073858665,-99
999073851040,-99
999073850460,-99
999073850423,-99
999073849093,-99
999073848866,-99
999073845592,-99
999073845026,-99
999073834211,-99
999073830266,-99
999073821460,-99
999073820390,-99
999073815344,-99
999073809940,-99
999073807037,-99
999073801485,-99
999073797044,-99
999073796878,-99
999073793166,-99
999073791959,-99
999073791686,-99
999073790712,-99
999073785571,-99
999073784487,-99
999073783173,-99
999073781449,-99
999073780597,-99
999073775310,-99
999073767350,-99
999073767179,-99
999073767131,-99
999073764853,-99
999073764142,-99
999073762649,-99
999073760963,-99
999073760677,-99
999073756005,-99
999073753557,-99
999073752899,-99
999073746863,-99
999073746413,-99
999073746000,-99
999073745718,-99
999073744131,-99
999073742948,-99
999073739718,-99
999073732645,-99
999073728710,-99
999073728540,-99
999073726724,-99
999073725010,-99
999073721039,-99
999073720746,-99
999073718030,-99
999073714540,-99
999073710662,-99
999073710558,-99
999073705988,-99
999073702793,-99
999073702033,-99
999073696124,-99
999073687883,-99
999073683683,-99
999073682952,-99
999073681753,-99
999073667367,-99
999073666752,-99
999073665980,-99
999073665887,-99
999073662898,-99
999073641100,-99
999073636395,-99
999073636309,-99
999073631026,-99
999073626067,-99
999073624046,-99
999073617972,-99
999073605532,-99
999073590309,-99
999073585065,-99
999073582118,-99
999073581825,-99
999073581217,-99
999073568043,-99
999073567130,-99
999073565121,-99
999073548998,-99
999073546461,-99
999073536844,-99
999073536698,-99
999073536145,-99
999073536054,-99
999073536042,-99
999073533776,-99
999073526656,-99
999073525470,-99
999073525378,-99
999073525147,-99
999073519238,-99
999073516389,-99
999073516195,-99
999073515890,-99
999073514034,-99
999073513509,-99
999073511550,-99
999073510405,-99
999073506300,-99
999073505057,-99
999073500357,-99
999073488515,-99
999073486968,-99
999073483748,-99
999073483244,-99
999073482549,-99
999073482070,-99
999073480528,-99
999073475223,-99
999073472210,-99
999073471011,-99
999073470493,-99
999073468553,-99
999073462435,-99
999073461704,-99
999073459620,-99
999073455420,-99
999073451796,-99
999073451220,-99
999073446697,-99
999073442084,-99
999073442060,-99
999073441328,-99
999073419864,-99
999073412602,-99
999073411944,-99
999073406924,-99
999073406810,-99
999073406389,-99
999073386202,-99
999073379623,-99
999073379386,-99
999073377274,-99
999073375137,-99
999073371326,-99
999073369162,-99
999073367955,-99
999073367402,-99
999073366884,-99
999073361280,-99
999073361035,-99
999073354304,-99
999073351870,-99
999073350505,-99
999073347749,-99
999073345613,-99
999073337460,-99
999073336351,-99
999073335218,-99
999073331468,-99
999073326266,-99
999073317174,-99
999073315451,-99
999073312723,-99
999073310957,-99
999073307107,-99
999073306462,-99
999073305573,-99
999073297254,-99
999073296298,-99
999073296146,-99
999073292580,-99
999073292293,-99
999073287431,-99
999073282093,-99
999073281805,-99
999073280590,-99
999073262320,-99
999073261089,-99
999073256094,-99
999073244158,-99
999073244122,-99
999073241662,-99
999073226193,-99
999073225863,-99
999073225164,-99
999073221389,-99
999073221250,-99
999073220518,-99
999073216606,-99
999073201998,-99
999073200570,-99
999073199499,-99
999073196553,-99
999073192377,-99
999073186997,-99
999073182761,-99
999073181318,-99
999073180648,-99
999073174119,-99
999073172226,-99
999073167115,-99
999073165180,-99
999073163511,-99
999073162713,-99
999073162178,-99
999073161710,-99
999073161514,-99
999073147268,-99
999073145478,-99
999073141205,-99
999073140213,-99
999073137950,-99
999073134961,-99
999073134602,-99
999073134456,-99
999073131765,-99
999073131613,-99
999073130724,-99
999073122703,-99
999073121929,-99
999073120329,-99
999073120019,-99
999073116429,-99
999073115863,-99
999073115668,-99
999073115437,-99
999073111808,-99
999073110040,-99
999073109425,-99
999073107593,-99
999073106928,-99
999073102984,-99
999073102133,-99
999073101207,-99
999073086802,-99
999073085871,-99
999073084027,-99
999073083497,-99
999073081397,-99
999073078040,-99
999073071550,-99
999073070995,-99
999073070016,-99
999073064790,-99
999073064570,-99
999073061337,-99
999073056299,-99
999073043463,-99
999073038315,-99
999073035697,-99
999073035624,-99
999073032878,-99
999073031060,-99
999073030055,-99
999073024791,-99
999073022642,-99
999073022083,-99
999073021571,-99
999073020979,-99
999073016927,-99
999073016873,-99
999073013320,-99
999073012570,-99
999073009807,-99
999073009054,-99
999073007720,-99
999073007677,-99
999073006284,-99
999073005863,-99
999073005243,-99
999073004720,-99
999073004603,-99
999073004408,-99
999073000798,-99
999072998042,-99
999072987779,-99
999072987380,-99
999072986258,-99
999072985138,-99
999072980955,-99
999072980920,-99
999072977233,-99
999072976666,-99
999072971565,-99
999072969571,-99
999072968815,-99
999072967951,-99
999072961626,-99
999072957106,-99
999072956849,-99
999072951414,-99
999072943090,-99
999072942917,-99
999072940295,-99
999072935299,-99
999072927357,-99
999072910369,-99
999072907267,-99
999072906720,-99
999072901393,-99
999072899222,-99
999072898795,-99
999072890413,-99
999072890383,-99
999072887580,-99
999072887049,-99
999072885557,-99
999072885442,-99
999072881930,-99
999072877330,-99
999072876805,-99
999072875175,-99
999072871303,-99
999072864050,-99
999072863860,-99
999072860860,-99
999072840045,-99
999072831524,-99
999072826322,-99
999072811150,-99
999072811045,-99
999072811010,-99
999072808228,-99
999072804181,-99
999072801982,-99
999072801623,-99
999072795118,-99
999072793249,-99
999072792221,-99
999072786452,-99
999072785836,-99
999072785691,-99
999072778984,-99
999072778352,-99
999072776069,-99
999072775879,-99
999072775351,-99
999072771540,-99
999072771242,-99
999072771126,-99
999072770869,-99
999072769764,-99
999072769326,-99
999072768656,-99
999072761868,-99
999072760323,-99
999072754440,-99
999072754207,-99
999072753859,-99
999072753598,-99
999072748372,-99
999072744470,-99
999072743775,-99
999072737593,-99
999072733721,-99
999072730306,-99
999072727060,-99
999072726390,-99
999072719906,-99
999072719542,-99
999072718719,-99
999072718331,-99
999072717739,-99
999072715019,-99
999072711233,-99
999072709639,-99
999072708805,-99
999072708507,-99
999072708349,-99
999072707163,-99
999072684552,-99
999072681400,-99
999072679568,-99
999072678047,-99
999072676968,-99
999072676622,-99
999072675770,-99
999072674790,-99
999072667360,-99
999072665533,-99
999072663421,-99
999072662234,-99
999072660780,-99
999072655837,-99
999072655473,-99
999072647178,-99
999072646198,-99
999072643161,-99
999072636030,-99
999072635607,-99
999072632795,-99
999072631729,-99
999072630403,-99
999072622133,-99
999072621888,-99
999072617605,-99
999072606024,-99
999072604349,-99
999072601210,-99
999072590089,-99
999072589130,-99
999072588630,-99
999072588174,-99
999072586748,-99
999072584521,-99
999072583516,-99
999072583309,-99
999072582706,-99
999072581910,-99
999072580941,-99
999072574620,-99
999072573936,-99
999072566970,-99
999072561983,-99
999072556940,-99
999072556124,-99
999072555612,-99
999072555030,-99
999072553809,-99
999072552313,-99
999072552295,-99
999072552027,-99
999072550742,-99
999072550500,-99
999072540086,-99
999072537014,-99
999072535698,-99
999072535182,-99
999072525012,-99
999072522369,-99
999072513125,-99
999072512017,-99
999072503170,-99
999072502218,-99
999072502085,-99
999072498290,-99
999072495214,-99
999072494398,-99
999072493199,-99
999072492882,-99
999072490526,-99
999072488593,-99
999072486134,-99
999072485282,-99
999072483868,-99
999072475501,-99
999072474314,-99
999072473840,-99
999072471805,-99
999072471453,-99
999072470916,-99
999072466652,-99
999072465192,-99
999072461691,-99
999072453323,-99
999072445594,-99
999072445107,-99
999072442362,-99
999072440687,-99
999072438000,-99
999072436910,-99
999072433531,-99
999072432356,-99
999072425996,-99
999072418920,-99
999072417355,-99
999072415036,-99
999072414159,-99
999072404518,-99
999072400690,-99
999072400264,-99
999072380046,-99
999072377217,-99
999072373420,-99
999072367054,-99
999072366426,-99
999072366359,-99
999072348000,-99
999072342331,-99
999072340516,-99
999072339563,-99
999072338340,-99
999072336355,-99
999072335703,-99
999072328589,-99
999072326982,-99
999072326581,-99
999072325242,-99
999072320608,-99
999072319874,-99
999072319813,-99
999072317294,-99
999072313549,-99
999072312995,-99
999072312491,-99
999072308669,-99
999072308645,-99
999072305735,-99
999072300476,-99
999072298366,-99
999072295675,-99
999072281731,-99
999072281391,-99
999072280489,-99
999072265907,-99
999072265543,-99
999072262037,-99
999072260119,-99
999072250126,-99
999072247802,-99
999072246317,-99
999072245787,-99
999072244412,-99
999072243572,-99
999072241228,-99
999072241058,-99
999072240194,-99
999072236567,-99
999072235204,-99
999072235095,-99
999072232744,-99
999072230395,-99
999072230346,-99
999072229915,-99
999072229710,-99
999072228704,-99
999072226409,-99
999072225340,-99
999072225004,-99
999072221874,-99
999072219272,-99
999072215709,-99
999072215552,-99
999072210864,-99
999072210852,-99
999072209588,-99
999072206095,-99
999072206034,-99
999072205194,-99
999072198566,-99
999072193222,-99
999072190828,-99
999072190178,-99
999072186242,-99
999072185821,-99
999072181104,-99
999072180732,-99
999072178221,-99
999072175220,-99
999072170556,-99
999072168859,-99
999072168422,-99
999072165457,-99
999072163485,-99
999072162985,-99
999072156067,-99
999072140114,-99
999072140060,-99
999072134588,-99
999072133407,-99
999072124248,-99
999072121831,-99
999072118716,-99
999072118650,-99
999072118339,-99
999072117876,-99
999072116770,-99
999072114371,-99
999072112799,-99
999072112118,-99
999072109508,-99
999072108802,-99
999072105072,-99
999072104341,-99
999072103191,-99
999072101844,-99
999072096952,-99
999072091206,-99
999072090482,-99
999072085838,-99
999072083994,-99
999072081110,-99
999072076758,-99
999072075699,-99
999072069614,-99
999072068981,-99
999072066560,-99
999072066431,-99
999072060581,-99
999072052092,-99
999072051312,-99
999072050307,-99
999072048118,-99
999072047321,-99
999072043303,-99
999072041240,-99
999072040053,-99
999072036499,-99
999072035677,-99
999072030590,-99
999072021150,-99
999072021113,-99
999072020741,-99
999072020054,-99
999072012197,-99
999072011922,-99
999072010620,-99
999072007463,-99
999072006768,-99
999072002271,-99
999072000687,-99
999071997236,-99
999071995227,-99
999071987115,-99
999071977262,-99
999071976567,-99
999071975990,-99
999071964152,-99
999071964012,-99
999071963317,-99
999071962635,-99
999071962349,-99
999071962234,-99
999071959570,-99
999071958620,-99
999071955382,-99
999071954377,-99
999071953981,-99
999071950190,-99
999071940251,-99
999071937290,-99
999071932151,-99
999071930518,-99
999071926060,-99
999071925195,-99
999071923459,-99
999071922844,-99
999071922522,-99
999071922431,-99
999071921839,-99
999071917496,-99
999071916029,-99
999071913016,-99
999071912358,-99
999071909300,-99
999071905160,-99
999071896316,-99
999071890405,-99
999071890028,-99
999071885276,-99
999071884211,-99
999071882147,-99
999071881234,-99
999071879380,-99
999071878740,-99
999071876950,-99
999071873390,-99
999071872403,-99
999071872130,-99
999071869209,-99
999071866385,-99
999071863542,-99
999071860279,-99
999071860139,-99
999071860036,-99
999071858467,-99
999071858431,-99
999071857827,-99
999071856940,-99
999071856422,-99
999071856318,-99
999071851990,-99
999071845485,-99
999071845291,-99
999071830871,-99
999071830834,-99
999071829686,-99
999071828270,-99
999071827288,-99
999071823210,-99
999071821912,-99
999071821500,-99
999071820373,-99
999071818299,-99
999071814040,-99
999071801652,-99
999071801330,-99
999071800039,-99
999071797612,-99
999071796632,-99
999071792780,-99
999071791841,-99
999071791294,-99
999071791051,-99
999071790710,-99
999071790680,-99
999071787072,-99
999071786444,-99
999071785890,-99
999071783959,-99
999071781203,-99
999071781010,-99
999071780132,-99
999071779166,-99
999071777029,-99
999071771246,-99
999071768144,-99
999071768030,-99
999071767050,-99
999071766068,-99
999071764771,-99
999071762221,-99
999071760169,-99
999071760157,-99
999071757390,-99
999071754947,-99
999071751053,-99
999071750826,-99
999071743998,-99
999071743512,-99
999071743342,-99
999071743147,-99
999071740614,-99
999071739351,-99
999071737500,-99
999071724815,-99
999071723069,-99
999071722843,-99
999071722363,-99
999071715279,-99
999071714342,-99
999071711160,-99
999071695633,-99
999071693387,-99
999071692875,-99
999071692760,-99
999071692206,-99
999071689293,-99
999071687636,-99
999071675130,-99
999071674988,-99
999071674289,-99
999071672724,-99
999071671653,-99
999071671549,-99
999071667765,-99
999071667364,-99
999071664065,-99
999071662354,-99
999071657474,-99
999071656366,-99
999071655714,-99
999071655167,-99
999071655052,-99
999071653997,-99
999071651915,-99
999071640966,-99
999071636460,-99
999071630602,-99
999071630353,-99
999071625096,-99
999071618018,-99
999071615273,-99
999071613720,-99
999071611590,-99
999071606867,-99
999071602291,-99
999071600786,-99
999071600191,-99
999071599899,-99
999071585839,-99
999071584860,-99
999071584379,-99
999071583302,-99
999071582954,-99
999071579335,-99
999071576796,-99
999071571877,-99
999071567450,-99
999071567266,-99
999071560661,-99
999071559221,-99
999071555100,-99
999071553413,-99
999071552688,-99
999071552410,-99
999071551209,-99
999071546974,-99
999071540868,-99
999071536750,-99
999071534339,-99
999071534212,-99
999071531442,-99
999071529927,-99
999071529010,-99
999071526471,-99
999071525041,-99
999071522325,-99
999071521539,-99
999071520912,-99
999071520651,-99
999071520638,-99
999071520470,-99
999071516489,-99
999071499753,-99
999071495905,-99
999071495243,-99
999071494081,-99
999071493714,-99
999071489700,-99
999071485894,-99
999071485810,-99
999071482467,-99
999071474975,-99
999071473296,-99
999071470854,-99
999071468513,-99
999071467260,-99
999071466462,-99
999071465470,-99
999071463023,-99
999071461671,-99
999071460964,-99
999071460400,-99
999071457825,-99
999071456456,-99
999071454241,-99
999071452840,-99
999071451811,-99
999071448745,-99
999071447467,-99
999071447339,-99
999071447297,-99
999071446748,-99
999071439999,-99
999071439835,-99
999071439422,-99
999071439409,-99
999071438600,-99
999071437929,-99
999071433638,-99
999071432440,-99
999071432427,-99
999071428230,-99
999071427857,-99
999071427274,-99
999071423517,-99
999071422501,-99
999071415193,-99
999071404481,-99
999071401704,-99
999071399667,-99
999071396307,-99
999071395870,-99
999071395273,-99
999071393320,-99
999071392703,-99
999071391322,-99
999071390251,-99
999071374919,-99
999071373095,-99
999071370549,-99
999071368040,-99
999071367666,-99
999071357077,-99
999071355688,-99
999071355597,-99
999071353000,-99
999071351750,-99
999071351221,-99
999071350174,-99
999071346195,-99
999071343844,-99
999071341604,-99
999071338253,-99
999071336517,-99
999071331398,-99
999071325726,-99
999071321691,-99
999071316440,-99
999071310206,-99
999071307943,-99
999071307086,-99
999071303421,-99
999071303093,-99
999071301928,-99
999071299375,-99
999071297214,-99
999071296696,-99
999071294407,-99
999071291455,-99
999071291327,-99
999071290888,-99
999071290086,-99
999071286216,-99
999071286022,-99
999071285996,-99
999071282727,-99
999071280639,-99
999071279261,-99
999071276247,-99
999071275711,-99
999071275048,-99
999071271080,-99
999071269693,-99
999071268329,-99
999071267192,-99
999071266679,-99
999071262893,-99
999071262870,-99
999071255815,-99
999071253491,-99
999071250763,-99
999071246437,-99
999071245305,-99
999071243400,-99
999071242365,-99
999071241397,-99
999071240861,-99
999071232554,-99
999071231768,-99
999071231604,-99
999071231112,-99
999071226864,-99
999071225872,-99
999071221325,-99
999071216871,-99
999071215143,-99
999071214758,-99
999071214539,-99
999071214140,-99
999071211551,-99
999071202770,-99
999071202379,-99
999071197694,-99
999071193408,-99
999071190444,-99
999071187810,-99
999071187640,-99
999071186489,-99
999071185588,-99
999071185114,-99
999071184407,-99
999071183762,-99
999071179576,-99
999071176514,-99
999071176253,-99
999071170421,-99
999071170226,-99
999071168232,-99
999071167409,-99
999071164937,-99
999071162618,-99
999071158470,-99
999071157507,-99
999071156424,-99
999071156280,-99
999071136528,-99
999071135834,-99
999071135123,-99
999071129329,-99
999071128696,-99
999071127813,-99
999071127679,-99
999071125397,-99
999071118678,-99
999071116610,-99
999071116268,-99
999071116098,-99
999071116086,-99
999071115483,-99
999071113917,-99
999071105325,-99
999071104503,-99
999071104140,-99
999071101642,-99
999071099994,-99
999071099878,-99
999071098060,-99
999071097950,-99
999071096361,-99
999071095800,-99
999071083160,-99
999071078462,-99
999071076880,-99
999071067269,-99
999071067208,-99
999071066289,-99
999071065601,-99
999071058610,-99
999071056399,-99
999071056053,-99
999071052916,-99
999071047726,-99
999071045493,-99
999071041748,-99
999071041360,-99
999071037137,-99
999071034355,-99
999071034343,-99
999071032139,-99
999071032097,-99
999071031251,-99
999071029359,-99
999071022122,-99
999071021464,-99
999071016870,-99
999071012967,-99
999071011513,-99
999071010703,-99
999071004387,-99
999071003188,-99
999071002597,-99
999071001210,-99
999070992590,-99
999070990568,-99
999070990192,-99
999070987170,-99
999070986954,-99
999070986516,-99
999070980540,-99
999070979044,-99
999070978570,-99
999070975610,-99
999070970510,-99
999070967455,-99
999070964752,-99
999070964715,-99
999070957565,-99
999070955416,-99
999070950017,-99
999070948771,-99
999070947997,-99
999070947651,-99
999070941168,-99
999070941053,-99
999070930171,-99
999070927779,-99
999070927573,-99
999070921248,-99
999070920773,-99
999070920153,-99
999070917622,-99
999070917361,-99
999070910834,-99
999070910287,-99
999070908360,-99
999070904044,-99
999070901341,-99
999070896382,-99
999070894336,-99
999070892455,-99
999070886479,-99
999070884410,-99
999070880519,-99
999070880428,-99
999070876371,-99
999070876050,-99
999070875627,-99
999070873242,-99
999070872596,-99
999070872274,-99
999070871830,-99
999070869160,-99
999070868398,-99
999070865920,-99
999070865385,-99
999070864976,-99
999070864836,-99
999070862270,-99
999070860235,-99
999070858915,-99
999070857601,-99
999070857224,-99
999070855756,-99
999070850310,-99
999070847759,-99
999070846391,-99
999070844035,-99
999070830553,-99
999070826653,-99
999070825247,-99
999070825028,-99
999070821990,-99
999070818188,-99
999070817172,-99
999070815229,-99
999070809825,-99
999070809345,-99
999070808640,-99
999070801450,-99
999070800895,-99
999070800603,-99
999070799390,-99
999070797276,-99
999070796430,-99
999070795670,-99
999070794007,-99
999070792357,-99
999070791547,-99
999070786849,-99
999070786710,-99
999070784129,-99
999070783356,-99
999070782455,-99
999070781530,-99
999070776881,-99
999070776790,-99
999070774781,-99
999070772516,-99
999070770180,-99
999070770167,-99
999070766693,-99
999070762031,-99
999070742731,-99
999070741647,-99
999070740710,-99
999070739203,-99
999070729556,-99
999070729350,-99
999070728450,-99
999070725289,-99
999070722197,-99
999070721703,-99
999070718182,-99
999070717682,-99
999070716641,-99
999070716616,-99
999070716562,-99
999070716525,-99
999070715090,-99
999070712600,-99
999070711722,-99
999070711552,-99
999070711126,-99
999070701601,-99
999070701522,-99
999070701133,-99
999070701054,-99
999070700797,-99
999070696794,-99
999070696113,-99
999070687653,-99
999070685565,-99
999070683349,-99
999070679670,-99
999070677854,-99
999070677751,-99
999070673514,-99
999070673472,-99
999070671980,-99
999070670422,-99
999070669067,-99
999070666194,-99
999070665190,-99
999070660362,-99
999070660222,-99
999070657375,-99
999070654295,-99
999070653667,-99
999070648210,-99
999070646997,-99
999070643649,-99
999070642694,-99
999070640910,-99
999070640880,-99
999070640296,-99
999070638848,-99
999070636256,-99
999070634259,-99
999070632470,-99
999070630527,-99
999070629999,-99
999070628170,-99
999070627565,-99
999070627139,-99
999070625398,-99
999070622865,-99
999070618199,-99
999070613906,-99
999070604437,-99
999070603720,-99
999070601254,-99
999070600717,-99
999070596647,-99
999070595175,-99
999070595163,-99
999070590372,-99
999070590347,-99
999070590013,-99
999070589886,-99
999070586939,-99
999070585650,-99
999070585601,-99
999070585406,-99
999070584578,-99
999070579418,-99
999070577732,-99
999070570427,-99
999070569887,-99
999070568093,-99
999070562960,-99
999070561050,-99
999070558919,-99
999070558816,-99
999070547326,-99
999070544106,-99
999070539305,-99
999070538994,-99
999070536602,-99
999070535350,-99
999070532888,-99
999070532165,-99
999070526864,-99
999070525458,-99
999070522044,-99
999070520965,-99
999070520618,-99
999070519422,-99
999070517980,-99
999070512440,-99
999070510870,-99
999070507092,-99
999070505680,-99
999070504960,-99
999070502008,-99
999070498960,-99
999070498352,-99
999070492908,-99
999070490626,-99
999070487780,-99
999070487676,-99
999070487093,-99
999070483397,-99
999070483373,-99
999070482617,-99
999070481121,-99
999070478523,-99
999070469066,-99
999070463428,-99
999070461924,-99
999070457544,-99
999070457118,-99
999070457076,-99
999070456783,-99
999070454750,-99
999070454452,-99
999070453617,-99
999070453400,-99
999070450276,-99
999070449560,-99
999070449316,-99
999070449018,-99
999070448002,-99
999070435860,-99
999070434416,-99
999070433291,-99
999070429664,-99
999070421732,-99
999070419336,-99
999070417467,-99
999070415641,-99
999070411660,-99
999070411271,-99
999070410114,-99
999070408624,-99
999070406329,-99
999070401964,-99
999070400224,-99
999070399076,-99
999070396403,-99
999070395654,-99
999070391480,-99
999070390929,-99
999070389290,-99
999070388856,-99
999070386616,-99
999070382398,-99
999070381461,-99
999070377779,-99
999070375643,-99
999070374481,-99
999070372691,-99
999070372228,-99
999070370396,-99
999070365753,-99
999070365418,-99
999070359935,-99
999070359170,-99
999070359066,-99
999070354834,-99
999070351109,-99
999070350877,-99
999070350490,-99
999070350087,-99
999070346485,-99
999070340690,-99
999070339195,-99
999070337174,-99
999070335451,-99
999070333417,-99
999070332206,-99
